0
50
194
237
275
307
333
350
360
360
360
360
360
360
360
360
354
341
322
298
271
236
194
153
106
59
10
-39
-89
-139
-189
-239
-289
-339
-388
-432
-474
-504
-540
-566
-586
-603
-620
-620
-620
-610
-567
-550
-520
-492
-457
-420
-374
-330
-286
-238
-190
-141
-91
-41
0
